,userName,content,score,at
2559,Milo Flare,"Don't even think of downloading the app, been using for some time and the price is always on surge, long waiting time. Users beware.",1,12/5/2021 11:04
2560,Nicholas Seto,Please do something about the mapping. A lot of location are not added. Drivers are given a not specific pick up point. Happy client will leads to happy affiliates thus a happy turnover.,5,11/4/2021 6:29
2561,Prayogo Prima Wahyudi,I accidentally tip gocar driver 2 times (with large amount) since the rating/tip pages for the same driver showed up twice.. what an ugly UI-UX from Gojek team and make me tip by cash rather than the apps..,1,12/18/2020 1:13
2562,faila,"the restourant too far is annoying, i just wanted to bought food please. oh, and the prices kinda too high or i'm just simply broke. but really i think it's too high i'm sorry! (╥ᆺ╥；)",3,9/29/2022 7:50
2563,zzompmzz qqompmqq,"App no longer works. Open the app and it just keep showing ""getting my location"". Reinstalled the app to login and i am just stuck at the page after entering my phome number. Please update",1,3/28/2022 1:04
2564,Sebastian Shimomichi,Was working before the update but now it crashes. I'm on the Samsung Galaxy Note 10 with the latest Android version. I'll roll back with an older APK until it works.,3,1/18/2021 13:48
2565,A Google user,Multiple times I had drivers just not pick me up & refusing to cancel. So I am left stranded & nothing is ever done. Same old issue keeps going on.,1,2/7/2020 0:00
2566,Hadiyanti Ainun Atika,"It keeps closing, when i opened it. The screen didn't even loaded yet. It used to be working just fine before update. Pls fix this",2,6/1/2020 4:34
2567,Jxsmintea HJY,"Love this app, the app offers many vouchers which help users save money, this is really helpful to many gojek users. Booking a ride using this app is a breeze, drivers accept the bookings really quickly. The drivers are super nice as well. Thq!",5,10/19/2021 4:48
2568,A Google user,Subscription fee for paylater is too high.. its not fair for us who just use it once or twice in a month.. better you just charge it for 2%.. or 3%.. or 5%.. but its fair to the worth...,1,1/29/2020 16:28
2569,oh hi,"i've been using this app for a long time, but then i realized that grab has more promo's than gojek's. nice app but, it has little to no discounts except for delivery fee vouchers.",4,3/29/2021 5:37
2570,Voidsent Oni,The application is getting slower every update. I literally have to wait 30 seconds to access features.,2,7/8/2021 1:08
2571,Reri Putra,Customer service didn't gave me good solution; he/she solved my ticket without any resolution. I used to love this apps but I guess this is a turning point. I hate this apps.,1,11/29/2020 9:58
2572,Yessy Yuliany Khoe,"I use this application everyday, but now I cannot open it start from 3 days ago. I tried to uninstall and install few times but still cannot open the application.",2,11/30/2020 2:21
2573,Felicia Lim,"Good, but there is a little problem about mapping, i lived near the river so i will always get a driver from the other side of river.. this is really a problem! Oh, also there were several times i cannot top up my Gopay",4,8/7/2020 3:06
2574,Szen Ng,Worst first experience. I waited thrice longer than the ETA and the driver ended up cancel my ride. Bad communication from the driver and i was reassign another driver with even longer waiting time.,1,3/27/2022 3:37
2575,Aldy Hidajat,"Use this app only if we must. Otherwise use the other ""green"", faster load time. Promos here are often attractive, but it's no use at all if the app failed to load.",2,4/15/2022 8:26
2576,Viska,"The newest interface is the worst. What happened? Gojek has always been my favorite for it simple yet helpful UI/UX, but now it simply confusing. Please fix it",2,6/15/2020 12:52
2577,Grim Gaming,"used to be good, but nowadays it loads so much. my internet is fine, i tested my internet on other app and it works fine. please fix this so i can switch back to gojek again. in the meantime i will be using grab/shopeepay",2,3/9/2022 8:35
2578,Maisie Kang,The driver accepted the order and then canceled it. I was charged on my credit card and the refund is often 4 days later. This happened twice already.,1,4/27/2023 1:52
2579,Ellse Liow,"I just compared the discounts of gojek voucher. we try to gojek together, my friend use 3dollars and I use 50% capped on 4dollars It seems really unreasonable. My friend’s after discounts price are cheaper than my even lower than 3dollars. I am a regular customer and use up more than 20times but why my is more expensive than his. Gojek Singapore why can be like this? Same pickup point with same destination...😓😓😓 Old trick....",1,8/15/2021 9:22
2580,Far Hanah,"The app itself is good, easy to navigate. But I appreciate their swift response when I reported my gofood item was missing/incomplete.",5,1/13/2023 5:19
2581,Muhammad Ikhsanul Akbar,"It's so hard to cancel an order these days, sometimes you just make mistake after work, yet gojek just cant accept it, well then, i actually dont like using foreign app, but it seems more reliable.",1,7/20/2020 11:45
2582,A Google user,paylater service is ridiculous the app sometimes automatically force payment default into paylater without our approval. and the monthly fee for paylater is 50k/month. that is 600k/year!!!!!!!,1,4/10/2020 14:44
2583,Munch Munkeys,The increase in delivery fee for gofood is just absurd. And the service fee is just pointless. The promos dont do much help either. Gojek is just getting more and more opportunist at this point.,1,1/16/2023 7:11
2584,Julio Giulietti,I like Gojek and use you frequently. The app needs some help. Put the bikes and drivers first. Customerp drivers are the ones people really want and like. Food should go second. First things first. Drivers get five stars; the app gets three. A final suggestion: no running through red likes.,5,1/13/2021 13:45
2585,Mr Lukacsi,"Useless, not possible to top up. Every attempt is new device and telkomsel also sending messages not enough credit etc... and not possible to buy cigarettes therefore I have to go to the shop myself, carbon foot print also biggest idiot thing I have seen. This clearly shows the app owners are stupid globalists or communists",1,11/15/2022 1:37
2586,Ismail Hidayat,"App crashes and can not be opened after an update, I tried to make a contact, bit it doesn't seem to go through",1,10/30/2021 12:23
2587,Tya Novira Utami,"I can't use the promo for gofood, it still available tho. At first, I guess I need to update it. After I update it, still the same, the promo didn't applied automatically and I can't see the ""use"" button in the promo. Hmm. Help please, I guess.",4,8/22/2022 3:21
2588,Jonathan Chu,"Terribly unreliable. Drivers cancel. Sometimes the driver says they never got the call/job, even though user's end shows they did.",1,11/26/2022 2:01
2589,Violla Anggiani,I have a problem with login to Go-Jek because my phone number which registered in Go-Jek is no longer active. I hope this application can be more developed for login systems from email or other accounts. And I hope to get a fast response from Go-Jek's customer service soon.,3,2/17/2021 22:46
2590,Davian,"THIS GOFOOD SYSTEM NEED TO BE REPAIR AGAIN, I ACCIDENTALLY MAKE 2 ORDERS BECAUSE THE APP IS SO LAGGING, AFTER THAT I MAKE A TICKET TO HELP CANCEL THE ORDER, BUT IT ISN'T WORKING IT ISN'T HELPING NO BETTER OR GOOD COMPLIMENT ITS SO FREAKING TRASH, U GUYS NEED TO CHANGE THE SYSTEM CUZ IF U ACCIDENTALLY MAKE AN ORDER AND U LATE TO CANCEL IT'S SO VERY PAINFUL THAT UR MONEY IS GONE WITHOUT HESITASION / ACCIDENTALLY MAKE AN ORDER, THE POINT IS I JUST LATE FOR 1 OR 2 MINUTES TO CANCEL THE ANOTHER ORDER",2,11/1/2022 12:12
